headword;pronunciation;POS;accent;schAccent;schGraph;nbSyll;page
['planoconvex'];['plai(no)ko(nve(ks'];['/adj/'];['planoco@nvex'];['0010'];['CCVCVCV1CCVC'];['4'];['planipetalous-playhouse']
['plant'];['pla%nt'];['/n/v/'];['plant'];['0'];['CCVCC'];['1'];['planipetalous-playhouse']
['plantain'];['pla(ntain'];['/n/'];['pla@ntain'];['10'];['CCV1CCVVC'];['2'];['planipetalous-playhouse']
['plantal'];['pla(nti(l'];['/adj/'];['pla@ntal'];['10'];['CCV1CCVC'];['2'];['planipetalous-playhouse']
['plantation'];['plantaishu(n'];['/n/'];['planta@tion'];['010'];['CCVCCV1CVVC'];['3'];['planipetalous-playhouse']
['planted'];['pla(nti(d'];['/adj/'];['pla@nted'];['10'];['CCV1CCVC'];['2'];['planipetalous-playhouse']
['planter'];['pla(nti(r'];['/n/'];['pla@nter'];['10'];['CCV1CCVC'];['2'];['planipetalous-playhouse']
['plash'];['pla(sh'];['/n/v/'];['plash'];['0'];['CCVCC'];['1'];['planipetalous-playhouse']
['plashy'];['pla(shy('];['/adj/'];['pla@shy'];['10'];['CCV1CCV'];['2'];['planipetalous-playhouse']
['plasm'];['pla(zm'];['/n/'];['plasm'];['0'];['CCVCC'];['1'];['planipetalous-playhouse']
['plaster'];['pla(sti(r'];['/n/v/'];['pla@ster'];['10'];['CCV1CCVC'];['2'];['planipetalous-playhouse']
['plasterer'];['pla(sti(ri(r'];['/n/'];['pla@sterer'];['100'];['CCV1CCVCVC'];['3'];['planipetalous-playhouse']
['plastic'];['pla(sti(k'];['/adj/'];['pla@stic'];['10'];['CCV1CCVC'];['2'];['planipetalous-playhouse']
['plastron'];['pla(stro(n'];['/n/'];['pla@stron'];['10'];['CCV1CCCVC'];['2'];['planipetalous-playhouse']
['plat'];['pla(t'];['/adj/n/'];['plat'];['0'];['CCVC'];['1'];['planipetalous-playhouse']
['plate'];['plait'];['/n/v/'];['plate'];['0'];['CCVCV'];['1'];['planipetalous-playhouse']
['platen'];['plaiti(n'];['/n/'];['pla@ten'];['10'];['CCV1CVC'];['2'];['planipetalous-playhouse']
['platform'];['pla(tform'];['/n/'];['pla@tform'];['10'];['CCV1CCVCC'];['2'];['planipetalous-playhouse']
['platic'];['pla(ti(k'];['/adj/'];['pla@tic'];['10'];['CCV1CVC'];['2'];['planipetalous-playhouse']
['platoon'];['pla(toon'];['/n/'];['plato@on'];['01'];['CCVCV1VC'];['2'];['planipetalous-playhouse']
['platter'];['pla(ti(r'];['/n/'];['pla@tter'];['10'];['CCV1CCVC'];['2'];['planipetalous-playhouse']
['plaudit'];['plaudi(t'];['/n/'];['plau@dit'];['10'];['CCVV1CVC'];['2'];['planipetalous-playhouse']
['plausibility'];['plauzi(bee(li(ty('];['/n/'];['plausibi@lity'];['00100'];['CCVVCVCV1CVCV'];['5'];['planipetalous-playhouse']
['plausible'];['plauzi(bl'];['/adj/'];['plau@sible'];['10'];['CCVV1CVCCV'];['2'];['planipetalous-playhouse']
['plausibleness'];['plauzi(blni(ss'];['/n/'];['plau@sibleness'];['100'];['CCVV1CVCCVCVCC'];['3'];['planipetalous-playhouse']
['plausibly'];['plauzi(bly('];['/adv/'];['plau@sibly'];['100'];['CCVV1CVCCV'];['3'];['planipetalous-playhouse']
['plausive'];['plauzi(v'];['/adj/'];['plau@sive'];['10'];['CCVV1CVCV'];['2'];['planipetalous-playhouse']
['play'];['play'];['/n/v/'];['play'];['0'];['CCVV'];['1'];['planipetalous-playhouse']
['playbook'];['playbook'];['/n/'];['pla@ybook'];['10'];['CCV1VCVVC'];['2'];['planipetalous-playhouse']
['playday'];['playday'];['/n/'];['pla@yday'];['10'];['CCV1VCVV'];['2'];['planipetalous-playhouse']
['playdebt'];['playde(t'];['/n/'];['pla@ydebt'];['10'];['CCV1VCVCC'];['2'];['planipetalous-playhouse']
['player'];['playi(r'];['/n/'];['pla@yer'];['10'];['CCV1VVC'];['2'];['planipetalous-playhouse']
['playfellow'];['playfe(llo)'];['/n/'];['pla@yfellow'];['100'];['CCV1VCVCCVC'];['3'];['planipetalous-playhouse']
['playful'];['playfoo(l'];['/adj/'];['pla@yful'];['10'];['CCV1VCVC'];['2'];['planipetalous-playhouse']
['playgame'];['playgaim'];['/n/'];['pla@ygame'];['10'];['CCV1VCVCV'];['2'];['planipetalous-playhouse']
['playhouse'];['playhou*ss'];['/n/'];['pla@yhouse'];['10'];['CCV1VCVVCV'];['2'];['planipetalous-playhouse']
['playsome'];['playsu(m'];['/adj/'];['pla@ysome'];['10'];['CCV1VCVCV'];['2'];['playsome-plentiful']
['playsomeness'];['playsu(mni(ss'];['/n/'];['pla@ysomeness'];['100'];['CCV1VCVCVCVCC'];['3'];['playsome-plentiful']
['plaything'];['playthi(ng'];['/n/'];['pla@ything'];['10'];['CCV1VCCVCC'];['2'];['playsome-plentiful']
['playwright'];['play ri)t'];['/n/'];['pla@ywright'];['10'];['CCV1VCCVCCC'];['2'];['playsome-plentiful']
['plea'];['plee'];['/n/'];['plea'];['0'];['CCVV'];['1'];['playsome-plentiful']
['pleach'];['pleetsh'];['/v/'];['pleach'];['0'];['CCVVCC'];['1'];['playsome-plentiful']
['plead'];['pleed'];['/v/'];['plead'];['0'];['CCVVC'];['1'];['playsome-plentiful']
['pleadable'];['pleedi(bl'];['/adj/'];['plea@dable'];['10'];['CCVV1CVCCV'];['2'];['playsome-plentiful']
['pleader'];['pleedi(r'];['/n/'];['plea@der'];['10'];['CCVV1CVC'];['2'];['playsome-plentiful']
['pleading'];['pleedi(ng'];['/n/'];['plea@ding'];['10'];['CCVV1CVCC'];['2'];['playsome-plentiful']
['pleasance'];['pleezi(nss'];['/n/'];['plea@sance'];['10'];['CCVV1CVCCV'];['2'];['playsome-plentiful']
['pleasant'];['ple(zi(nt'];['/adj/'];['plea@sant'];['10'];['CCVV1CVCC'];['2'];['playsome-plentiful']
['pleasantly'];['ple(zi(ntly('];['/adv/'];['plea@santly'];['100'];['CCVV1CVCCCV'];['3'];['playsome-plentiful']
['pleasantness'];['ple(zi(ntni(ss'];['/n/'];['plea@santness'];['100'];['CCVV1CVCCCVCC'];['3'];['playsome-plentiful']
['pleasantry'];['ple(zi(ntry('];['/n/'];['plea@santry'];['100'];['CCVV1CVCCCV'];['3'];['playsome-plentiful']
['please'];['pleez'];['/v/'];['please'];['0'];['CCVVCV'];['1'];['playsome-plentiful']
['pleaser'];['pleezi(r'];['/n/'];['plea@ser'];['10'];['CCVV1CVC'];['2'];['playsome-plentiful']
['pleasingly'];['pleezi(ngly('];['/adv/'];['plea@singly'];['100'];['CCVV1CVCCCV'];['3'];['playsome-plentiful']
['pleasingness'];['pleezi(ngni(ss'];['/n/'];['plea@singness'];['100'];['CCVV1CVCCCVCC'];['3'];['playsome-plentiful']
['pleaseman'];['pleezma(n'];['/n/'];['plea@seman'];['10'];['CCVV1CVCVC'];['2'];['playsome-plentiful']
['pleasurable'];['ple(zyu(ri(bl'];['/adj/'];['plea@surable'];['100'];['CCVV1CVCVCCV'];['3'];['playsome-plentiful']
['pleasure'];['ple(zyu(r'];['/n/v/'];['plea@sure'];['10'];['CCVV1CVCV'];['2'];['playsome-plentiful']
['plebeian'];['ple(beei(n'];['/adj/n/'];['plebei@an'];['010'];['CCVCVV1VC'];['3'];['playsome-plentiful']
['pledge'];['ple(dsh'];['/n/v/'];['pledge'];['0'];['CCVCCV'];['1'];['playsome-plentiful']
['pledget'];['ple(dji(t'];['/n/'];['ple@dget'];['10'];['CCV1CCVC'];['2'];['playsome-plentiful']
['pleiads'];['plaia(dz'];['/n/'];['ple@iads'];['10'];['CCV1VVCC'];['2'];['playsome-plentiful']
['pleiades'];['plaia(dee(z'];['/n/'];['ple@iades'];['100'];['CCV1VVCVC'];['3'];['playsome-plentiful']
['plenarily'];['plee(na(ri(ly('];['/adv/'];['ple@narily'];['1000'];['CCV1CVCVCV'];['4'];['playsome-plentiful']
['plenary'];['plee(nairy('];['/n/adj/'];['ple@nary'];['100'];['CCV1CVCV'];['3'];['playsome-plentiful']
['plenariness'];['pleenairi(ni(ss'];['/n/'];['ple@nariness'];['1000'];['CCV1CVCVCVCC'];['4'];['playsome-plentiful']
['plenilunary'];['plee(ni(leunairy('];['/adj/'];['ple@nilunary'];['10000'];['CCV1CVCVCVCV'];['5'];['playsome-plentiful']
['plenipotence'];['ple(ni(po(te(nss'];['/n/'];['ple@nipotence'];['1000'];['CCV1CVCVCVCCV'];['4'];['playsome-plentiful']
['plenipotent'];['ple(ni(pote(nt'];['/adj/'];['ple@nipotent'];['1000'];['CCV1CVCVCVCC'];['4'];['playsome-plentiful']
['plenipotentiary'];['ple(ni(po)te(nshairy('];['/n/'];['plenipote@ntiary'];['000100'];['CCVCVCVCV1CCVVCV'];['6'];['playsome-plentiful']
['plenist'];['plee(ni(st'];['/n/'];['ple@nist'];['10'];['CCV1CVCC'];['2'];['playsome-plentiful']
['plenitude'];['ple(ni(teud'];['/n/'];['ple@nitude'];['100'];['CCV1CVCVCV'];['3'];['playsome-plentiful']
['plenteous'];['ple(ntyu(s'];['/adj/'];['ple@nteous'];['10'];['CCV1CCVVVC'];['2'];['playsome-plentiful']
['plenteously'];['ple(ntyu(sly('];['/adv/'];['ple@nteously'];['100'];['CCV1CCVVVCCV'];['3'];['playsome-plentiful']
['plenteousness'];['ple(ntyu(sni(ss'];['/n/'];['ple@nteousness'];['100'];['CCV1CCVVVCCVCC'];['3'];['playsome-plentiful']
['plentiful'];['ple(nti(foo(l'];['/adj/'];['ple@ntiful'];['100'];['CCV1CCVCVC'];['3'];['playsome-plentiful']
['plentifully'];['ple(nti(foo(ly('];['/adv/'];['ple@ntifully'];['1000'];['CCV1CCVCVCCV'];['4'];['plentifully-plumb']
['plentifulness'];['ple(nti(foo(lni(ss'];['/n/'];['ple@ntifulness'];['1000'];['CCV1CCVCVCCVCC'];['4'];['plentifully-plumb']
['plenty'];['ple(nty('];['/n/'];['ple@nty'];['10'];['CCV1CCV'];['2'];['plentifully-plumb']
['pleonasm'];['pleeo(na(zm'];['/n/'];['ple@onasm'];['100'];['CCV1VCVCC'];['3'];['plentifully-plumb']
['plethora'];['ple(tho(ra('];['/n/'];['ple@thora'];['100'];['CCV1CCVCV'];['3'];['plentifully-plumb']
['plethoretic'];['ple(tho(re(ti(k'];['/adj/'];['plethore@tic'];['0010'];['CCVCCVCV1CVC'];['4'];['plentifully-plumb']
['plethoric'];['ple(tho(ri(k'];['/adj/'];['pletho@ric'];['010'];['CCVCCV1CVC'];['3'];['plentifully-plumb']
['plethory'];['ple(tho(ry('];['/n/'];['ple@thory'];['100'];['CCV1CCVCV'];['3'];['plentifully-plumb']
['plevin'];['ple(vi(n'];['/n/'];['ple@vin'];['10'];['CCV1CVC'];['2'];['plentifully-plumb']
['pleurisy'];['pleuri(sy('];['/n/'];['pleu@risy'];['100'];['CCVV1CVCV'];['3'];['plentifully-plumb']
['pleuritical'];['pleuri(ti(ki(l'];['/adj/'];['pleuri@tical'];['0100'];['CCVVCV1CVCVC'];['4'];['plentifully-plumb']
['pleuritic'];['pleuri(ti(k'];['/adj/'];['pleuri@tic'];['010'];['CCVVCV1CVC'];['3'];['plentifully-plumb']
['pliable'];['pli)i(bl'];['/adj/'];['pli@able'];['10'];['CCV1VCCV'];['2'];['plentifully-plumb']
['pliableness'];['pli)i(blni(ss'];['/n/'];['pli@ableness'];['100'];['CCV1VCCVCVCC'];['3'];['plentifully-plumb']
['pliancy'];['pli)i(nsy('];['/n/'];['pli@ancy'];['100'];['CCV1VCCV'];['3'];['plentifully-plumb']
['pliant'];['pli)i(nt'];['/adj/'];['pli@ant'];['10'];['CCV1VCC'];['2'];['plentifully-plumb']
['pliantness'];['pli)i(ntni(ss'];['/n/'];['pli@antness'];['100'];['CCV1VCCCVCC'];['3'];['plentifully-plumb']
['plicature'];['pli)ka(teur'];['/n/'];['pli@cature'];['100'];['CCV1CVCVCV'];['3'];['plentifully-plumb']
['plication'];['pli)kaishu(n'];['/n/'];['plica@tion'];['010'];['CCVCV1CVVC'];['3'];['plentifully-plumb']
['pliers'];['pli)i(rz'];['/n/'];['pli@ers'];['10'];['CCV1VCC'];['2'];['plentifully-plumb']
['plight'];['pli)t'];['/n/v/'];['plight'];['0'];['CCVCCC'];['1'];['plentifully-plumb']
['plinth'];['pli(nth'];['/n/'];['plinth'];['0'];['CCVCCC'];['1'];['plentifully-plumb']
['plod'];['plo(d'];['/v/'];['plod'];['0'];['CCVC'];['1'];['plentifully-plumb']
['plodder'];['plo(di(r'];['/n/'];['plo@dder'];['10'];['CCV1CCVC'];['2'];['plentifully-plumb']
['plot'];['plo(t'];['/n/v/'];['plot'];['0'];['CCVC'];['1'];['plentifully-plumb']
['plotter'];['plo(ti(r'];['/n/'];['plo@tter'];['10'];['CCV1CCVC'];['2'];['plentifully-plumb']
['plover'];['plu(vi(r'];['/n/'];['plo@ver'];['10'];['CCV1CVC'];['2'];['plentifully-plumb']
['plough'];['plo*w'];['/n/'];['plough'];['0'];['CCVVCC'];['1'];['plentifully-plumb']
['ploughboy'];['plo*wboy'];['/n/'];['plou@ghboy'];['10'];['CCVV1CCCVV'];['2'];['plentifully-plumb']
['plougher'];['plo*wi(r'];['/n/'];['plou@gher'];['10'];['CCVV1CCVC'];['2'];['plentifully-plumb']
['ploughland'];['plo*wla(nd'];['/n/'];['ploughla@nd'];['01'];['CCVVCCCV1CC'];['2'];['plentifully-plumb']
['ploughman'];['plo*wma(n'];['/n/'];['plou@ghman'];['10'];['CCVV1CCCVC'];['2'];['plentifully-plumb']
['ploughmonday'];['plo*wmu(nday'];['/n/'];['plou@ghmonday'];['100'];['CCVV1CCCVCCVV'];['3'];['plentifully-plumb']
['ploughshare'];['plo*wshair'];['/n/'];['ploughsha@re'];['01'];['CCVVCCCCV1CV'];['2'];['plentifully-plumb']
['pluck'];['plu(k'];['/n/v/'];['pluck'];['0'];['CCVCC'];['1'];['plentifully-plumb']
['plucker'];['plu(ki(r'];['/n/'];['plu@cker'];['10'];['CCV1CCVC'];['2'];['plentifully-plumb']
['plug'];['plu(g'];['/n/'];['plug'];['0'];['CCVC'];['1'];['plentifully-plumb']
['plum'];['plu(m'];['/n/'];['plum'];['0'];['CCVC'];['1'];['plentifully-plumb']
['plumage'];['pleumi(dsh'];['/n/'];['plu@mage'];['10'];['CCV1CVCV'];['2'];['plentifully-plumb']
['plumb'];['plu(m'];['/adj/v/'];['plumb'];['0'];['CCVCC'];['1'];['plentifully-plumb']
['plumber'];['plu(mi(r'];['/n/'];['plu@mber'];['10'];['CCV1CCVC'];['2'];['plumber-pock']
['plumbery'];['plu(mi(ry('];['/n/'];['plu@mbery'];['100'];['CCV1CCVCV'];['3'];['plumber-pock']
['plumcake'];['plu(mkaik'];['/n/'];['plu@mcake'];['10'];['CCV1CCVCV'];['2'];['plumber-pock']
['plume'];['pleum'];['/n/v/'];['plume'];['0'];['CCVCV'];['1'];['plumber-pock']
['plumeallum'];['pleuma(lu(m'];['/n/'];['plumea@llum'];['010'];['CCVCVV1CCVC'];['3'];['plumber-pock']
['plumigerous'];['pleumi(ji(ru(s'];['/adj/'];['plumi@gerous'];['0100'];['CCVCV1CVCVVC'];['4'];['plumber-pock']
['plumipede'];['pleumi(peed'];['/n/'];['plu@mipede'];['100'];['CCV1CVCVCV'];['3'];['plumber-pock']
['plummet'];['plu(mi(t'];['/n/'];['plu@mmet'];['10'];['CCV1CCVC'];['2'];['plumber-pock']
['plumosity'];['pleumozi(ty('];['/n/'];['plumo@sity'];['0100'];['CCVCV1CVCV'];['4'];['plumber-pock']
['plumous'];['pleumu(s'];['/adj/'];['plu@mous'];['10'];['CCV1CVVC'];['2'];['plumber-pock']
['plump'];['plu(mp'];['/adj/v/'];['plump'];['0'];['CCVCC'];['1'];['plumber-pock']
['plumper'];['plu(mpi(r'];['/n/'];['plu@mper'];['10'];['CCV1CCVC'];['2'];['plumber-pock']
['plumpness'];['plu(mpni(ss'];['/n/'];['plu@mpness'];['10'];['CCV1CCCVCC'];['2'];['plumber-pock']
['plumporridge'];['plu(mpo(ri(dsh'];['/n/'];['plu@mporridge'];['100'];['CCV1CCVCCVCCV'];['3'];['plumber-pock']
['plumpudding'];['plu(mpoo(di(n'];['/n/'];['plu@mpudding'];['100'];['CCV1CCVCCVCC'];['3'];['plumber-pock']
['plumpy'];['plu(mpy('];['/adj/'];['plu@mpy'];['10'];['CCV1CCV'];['2'];['plumber-pock']
['plumy'];['pleumy('];['/adj/'];['plu@my'];['10'];['CCV1CV'];['2'];['plumber-pock']
['plunder'];['plu(ndi(r'];['/n/v/'];['plu@nder'];['10'];['CCV1CCVC'];['2'];['plumber-pock']
['plunderer'];['plu(ndi(ri(r'];['/n/'];['plu@nderer'];['100'];['CCV1CCVCVC'];['3'];['plumber-pock']
['plunge'];['plu(nzsh'];['/n/v/'];['plu@nge'];['1'];['CCV1CCV'];['1'];['plumber-pock']
['plungeon'];['plu(nju(n'];['/n/'];['plu@ngeon'];['10'];['CCV1CCVVC'];['2'];['plumber-pock']
['plunger'];['plu(nji(r'];['/n/'];['plu@nger'];['10'];['CCV1CCVC'];['2'];['plumber-pock']
['plunket'];['plu(nki(t'];['/n/'];['plu@nket'];['10'];['CCV1CCVC'];['2'];['plumber-pock']
['plural'];['pleuri(l'];['/n/'];['plu@ral'];['10'];['CCV1CVC'];['2'];['plumber-pock']
['pluralist'];['pleuri(li(st'];['/n/'];['plu@ralist'];['100'];['CCV1CVCVCC'];['3'];['plumber-pock']
['plurality'];['pleura(li(ty('];['/n/'];['plura@lity'];['0100'];['CCVCV1CVCV'];['4'];['plumber-pock']
['plurally'];['pleura(ly('];['/adv/'];['plu@rally'];['100'];['CCV1CVCCV'];['3'];['plumber-pock']
['plush'];['plu(sh'];['/n/'];['plush'];['0'];['CCVCC'];['1'];['plumber-pock']
['plusher'];['plu(shi(r'];['/n/'];['plu@sher'];['10'];['CCV1CCVC'];['2'];['plumber-pock']
['pluvial'];['pleuvi(i(l'];['/n/adj/'];['plu@vial'];['100'];['CCV1CVVC'];['3'];['plumber-pock']
['pluvious'];['pleuvi(u(s'];['/adj/'];['plu@vious'];['100'];['CCV1CVVVC'];['3'];['plumber-pock']
['ply'];['ply)'];['/n/v/'];['ply'];['0'];['CCV'];['1'];['plumber-pock']
['pneumatical'];['pneuma(ti(ki(l'];['/adj/'];['pneuma@tical'];['0100'];['CCVVCV1CVCVC'];['4'];['plumber-pock']
['pneumatic'];['pneuma(ti(k'];['/adj/'];['pneuma@tic'];['010'];['CCVVCV1CVC'];['3'];['plumber-pock']
['pneumatics'];['pneuma(ti(ks'];['/n/'];['pneuma@tics'];['010'];['CCVVCV1CVCC'];['3'];['plumber-pock']
['pneumatology'];['pneuma(to(lo(jy('];['/n/'];['pneumato@logy'];['00100'];['CCVVCVCV1CVCV'];['5'];['plumber-pock']
['poach'];['po)tsh'];['/v/'];['poach'];['0'];['CVVCC'];['1'];['plumber-pock']
['poachard'];['po)tsha(rd'];['/n/'];['poa@chard'];['10'];['CVV1CCVCC'];['2'];['plumber-pock']
['poacher'];['po)tshi(r'];['/n/'];['poa@cher'];['10'];['CVV1CCVC'];['2'];['plumber-pock']
['poachy'];['po)tshy('];['/adj/'];['poa@chy'];['10'];['CVV1CCV'];['2'];['plumber-pock']
['pock'];['po(k'];['/n/'];['pock'];['0'];['CVCC'];['1'];['plumber-pock']
['pocket'];['po(ki(t'];['/n/v/'];['po@cket'];['10'];['CV1CCVC'];['2'];['pocket-polar']
['pocketbook'];['po(ki(tbook'];['/n/'];['po@cketbook'];['100'];['CV1CCVCCVVC'];['3'];['pocket-polar']
['pocketglass'];['po(ki(tgla%ss'];['/n/'];['po@cketglass'];['100'];['CV1CCVCCCVCC'];['3'];['pocket-polar']
['pockhole'];['po(kho)l'];['/n/'];['po@ckhole'];['10'];['CV1CCCVCV'];['2'];['pocket-polar']
['pockiness'];['po(ki(ni(ss'];['/n/'];['po@ckiness'];['100'];['CV1CCVCVCC'];['3'];['pocket-polar']
['pocky'];['po(ky('];['/adj/'];['po@cky'];['10'];['CV1CCV'];['2'];['pocket-polar']
['poculent'];['po(keuli(nt'];['/adj/'];['pocu@lent'];['010'];['CVCV1CVCC'];['3'];['pocket-polar']
['pod'];['po(d'];['/n/'];['pod'];['0'];['CVC'];['1'];['pocket-polar']
['podagrical'];['po(daigri(ki(l'];['/adj/'];['poda@grical'];['0100'];['CVCV1CCVCVC'];['4'];['pocket-polar']
['podder'];['po(di(r'];['/n/'];['po@dder'];['10'];['CV1CCVC'];['2'];['pocket-polar']
['podge'];['po(dsh'];['/n/'];['podge'];['0'];['CVCCV'];['1'];['pocket-polar']
['poem'];['po)e(m'];['/n/'];['po@em'];['10'];['CV1VC'];['2'];['pocket-polar']
['poesy'];['po)i(ssy('];['/n/'];['po@esy'];['100'];['CV1VCV'];['3'];['pocket-polar']
['poet'];['po)e(t'];['/n/'];['po@et'];['10'];['CV1VC'];['2'];['pocket-polar']
['poetaster'];['po)ee(ta(sti(r'];['/n/'];['poe@taster'];['0100'];['CVV1CVCCVC'];['4'];['pocket-polar']
['poetess'];['po)ee(te(ss'];['/n/'];['po@etess'];['100'];['CV1VCVCC'];['3'];['pocket-polar']
['poetical'];['po)e(ti(ki(l'];['/adj/'];['poe@tical'];['0100'];['CVV1CVCVC'];['4'];['pocket-polar']
['poetic'];['po)e(ti(k'];['/adj/'];['poe@tic'];['010'];['CVV1CVC'];['3'];['pocket-polar']
['poetically'];['po)e(ti(ki(lly('];['/adv/'];['poe@tically'];['01000'];['CVV1CVCVCCV'];['5'];['pocket-polar']
['poetize'];['po)ee(ti)z'];['/v/'];['poeti@ze'];['001'];['CVVCV1CV'];['3'];['pocket-polar']
['poetry'];['po)ee(try('];['/n/'];['po@etry'];['100'];['CV1VCCV'];['3'];['pocket-polar']
['poignancy'];['poina(nsy('];['/n/'];['poi@gnancy'];['100'];['CVV1CCVCCV'];['3'];['pocket-polar']
['poignant'];['poina(nt'];['/adj/'];['poi@gnant'];['10'];['CVV1CCVCC'];['2'];['pocket-polar']
['point'];['point'];['/n/v/'];['point'];['0'];['CVVCC'];['1'];['pocket-polar']
['pointed'];['pointi(d'];['/adj/'];['poi@nted'];['10'];['CVV1CCVC'];['2'];['pocket-polar']
['pointedly'];['pointi(dly('];['/adv/'];['poi@ntedly'];['100'];['CVV1CCVCCV'];['3'];['pocket-polar']
['pointedness'];['pointi(dni(ss'];['/n/'];['poi@ntedness'];['100'];['CVV1CCVCCVCC'];['3'];['pocket-polar']
['pointel'];['pointe(l'];['/n/'];['poi@ntel'];['10'];['CVV1CCVC'];['2'];['pocket-polar']
['pointer'];['pointi(r'];['/n/'];['poi@nter'];['10'];['CVV1CCVC'];['2'];['pocket-polar']
['pointingstock'];['pointi(ngsto(k'];['/n/'];['poi@ntingstock'];['100'];['CVV1CCVCCCCVCC'];['3'];['pocket-polar']
['pointless'];['pointli(ss'];['/adj/'];['poi@ntless'];['10'];['CVV1CCCVCC'];['2'];['pocket-polar']
['poison'];['poizu(n'];['/n/v/'];['poi@son'];['10'];['CVV1CVC'];['2'];['pocket-polar']
['poisoner'];['poizu(ni(r'];['/n/'];['poi@soner'];['100'];['CVV1CVCVC'];['3'];['pocket-polar']
['poisonous'];['poizu(nu(s'];['/adj/'];['poi@sonous'];['100'];['CVV1CVCVVC'];['3'];['pocket-polar']
['poisonously'];['poizu(nu(sly('];['/adv/'];['poi@sonously'];['1000'];['CVV1CVCVVCCV'];['4'];['pocket-polar']
['poisonousness'];['poizu(nu(sni(ss'];['/n/'];['poi@sonousness'];['1000'];['CVV1CVCVVCCVCC'];['4'];['pocket-polar']
['poitrel'];['poitre(l'];['/n/'];['poi@trel'];['10'];['CVV1CCVC'];['2'];['pocket-polar']
['poize'];['poiz'];['/n/v/'];['poize'];['0'];['CVVCV'];['1'];['pocket-polar']
['poke'];['po)k'];['/n/v/'];['poke'];['0'];['CVCV'];['1'];['pocket-polar']
['poker'];['po)ki(r'];['/n/'];['po@ker'];['10'];['CV1CVC'];['2'];['pocket-polar']
['polar'];['po)li(r'];['/adj/'];['po@lar'];['10'];['CV1CVC'];['2'];['pocket-polar']
['polarity'];['po)la(ri(ty('];['/n/'];['pola@rity'];['0100'];['CVCV1CVCV'];['4'];['polarity-polyacoustic']
['polary'];['po)lairy('];['/adj/'];['po@lary'];['100'];['CV1CVCV'];['3'];['polarity-polyacoustic']
['pole'];['po)l'];['/n/'];['pole'];['0'];['CVCV'];['1'];['polarity-polyacoustic']
['poleaxe'];['po)la(ks'];['/n/'];['po@leaxe'];['10'];['CV1CVVCV'];['2'];['polarity-polyacoustic']
['polecat'];['po)lka(t'];['/n/'];['po@lecat'];['100'];['CV1CVCVC'];['3'];['polarity-polyacoustic']
['polemical'];['po)le(mi(ki(l'];['/adj/'];['pole@mical'];['0100'];['CVCV1CVCVC'];['4'];['polarity-polyacoustic']
['polemic'];['po)le(mi(k'];['/adj/'];['pole@mic'];['010'];['CVCV1CVC'];['3'];['polarity-polyacoustic']
['polemoscope'];['po)le(mo(sko)p'];['/n/'];['pole@moscope'];['0100'];['CVCV1CVCCVCV'];['4'];['polarity-polyacoustic']
['polestar'];['po)lsta(r'];['/n/'];['po@lestar'];['100'];['CV1CVCCVC'];['3'];['polarity-polyacoustic']
['police'];['po(lee(ss'];['/n/'];['po@lice'];['10'];['CV1CVCV'];['2'];['polarity-polyacoustic']
['policed'];['po(lee(si(d'];['/adj/'];['po@liced'];['100'];['CV1CVCVC'];['3'];['polarity-polyacoustic']
['policy'];['po(li(sy('];['/n/'];['po@licy'];['100'];['CV1CVCV'];['3'];['polarity-polyacoustic']
['polish'];['po(li(sh'];['/n/v/'];['po@lish'];['10'];['CV1CVCC'];['2'];['polarity-polyacoustic']
['polishable'];['po(li(shi(bl'];['/adj/'];['po@lishable'];['100'];['CV1CVCCVCCV'];['3'];['polarity-polyacoustic']
['polisher'];['po(li(shi(r'];['/n/'];['po@lisher'];['100'];['CV1CVCCVC'];['3'];['polarity-polyacoustic']
['polite'];['po)li)t'];['/adj/'];['poli@te'];['01'];['CVCV1CV'];['2'];['polarity-polyacoustic']
['politely'];['po)li)tly('];['/adv/'];['poli@tely'];['0100'];['CVCV1CVCV'];['4'];['polarity-polyacoustic']
['politeness'];['po)li)tni(ss'];['/n/'];['poli@teness'];['0100'];['CVCV1CVCVCC'];['4'];['polarity-polyacoustic']
['political'];['po)lee(ti(ki(l'];['/adj/'];['poli@tical'];['0100'];['CVCV1CVCVC'];['4'];['polarity-polyacoustic']
['politically'];['po)lee(ti(ki(lly('];['/adv/'];['poli@tically'];['01000'];['CVCV1CVCVCCV'];['5'];['polarity-polyacoustic']
['politicaster'];['po)lee(ti(ka(sti(r'];['/n/'];['politica@ster'];['00010'];['CVCVCVCV1CCVC'];['5'];['polarity-polyacoustic']
['politician'];['po(li(tee(shi(n'];['/n/'];['politi@cian'];['0010'];['CVCVCV1CVVC'];['4'];['polarity-polyacoustic']
['politic'];['po(li(ti(k'];['/adj/'];['po@litic'];['100'];['CV1CVCVC'];['3'];['polarity-polyacoustic']
['politicly'];['po(li(ti(kly('];['/adv/'];['po@liticly'];['1000'];['CV1CVCVCCV'];['4'];['polarity-polyacoustic']
['politics'];['po(li(ti(ks'];['/n/'];['po@litics'];['100'];['CV1CVCVCC'];['3'];['polarity-polyacoustic']
['politure'];['po(li(teur'];['/n/'];['po@liture'];['100'];['CV1CVCVCV'];['3'];['polarity-polyacoustic']
['polity'];['po(li(ty('];['/n/'];['po@lity'];['100'];['CV1CVCV'];['3'];['polarity-polyacoustic']
['poll'];['po)l'];['/n/v/'];['poll'];['0'];['CVCC'];['1'];['polarity-polyacoustic']
